Id;UID;UTC;UTCMilliseconds;PCLocalTime;PCTime;ChannelBitmap;SequenceBitmap;GpsDate;GPSTime;Latitude;Longitude;Speed;SpeedType;Heading;HeadingType;TrueHeading;MagneticHeading;MagneticVariation;GPSError;DataStatus;FixType
1;1;2023-05-31 06:57:57.791;791;2023-05-31 06:57:57.791;2023-05-31 06:57:57.795;0;NaN;2023-05-31 06:57:57.000;65757000;37.4697303333333;-1.25837166666667;0;N ;0;T ;NaN;NaN;0.601858564063738;0;A  ;A  
2;2;2023-05-31 06:57:57.792;792;2023-05-31 06:57:57.792;2023-05-31 06:57:57.802;0;NaN;2023-05-31 06:57:58.000;65758000;37.4697315;-1.25834833333333;4.00805106925451;N ;86.3952389925657;T ;NaN;NaN;0.601864435784686;0;A  ;A  
3;3;2023-05-31 06:58:01.271;271;2023-05-31 06:58:01.271;2023-05-31 06:58:01.275;0;NaN;2023-05-31 06:58:02.000;65802000;37.4697423333333;-1.25825283333333;4.13457577086234;N ;81.8659404573594;T ;NaN;NaN;0.601888529767205;0;A  ;A  
4;4;2023-05-31 06:58:10.260;260;2023-05-31 06:58:10.260;2023-05-31 06:58:10.263;0;NaN;2023-05-31 06:58:11.000;65811000;37.469757;-1.25803816666667;4.1041346095324;N ;85.0798585699154;T ;NaN;NaN;0.601942588919651;0;A  ;A  
5;5;2023-05-31 06:58:13.382;382;2023-05-31 06:58:13.382;2023-05-31 06:58:13.383;0;NaN;2023-05-31 06:58:14.000;65814000;37.4697573333333;-1.25798166666667;3.22875729577435;N ;89.5741050682597;T ;NaN;NaN;0.60195678309372;0;A  ;A  
6;6;2023-05-31 06:58:14.420;420;2023-05-31 06:58:14.420;2023-05-31 06:58:14.424;0;NaN;2023-05-31 06:58:15.000;65815000;37.4697573333333;-1.2579605;3.62868006457854;N ;90;T ;NaN;NaN;0.601962098957907;0;A  ;A  
7;7;2023-05-31 06:58:39.363;363;2023-05-31 06:58:39.363;2023-05-31 06:58:39.365;0;NaN;2023-05-31 06:58:38.000;65838000;37.469754;-1.25746716666667;3.67726205057308;N ;90.4877619952171;T ;NaN;NaN;0.602085959789498;0;A  ;A  
8;8;2023-05-31 06:58:39.712;712;2023-05-31 06:58:39.712;2023-05-31 06:58:39.718;0;NaN;2023-05-31 06:58:40.000;65840000;37.4697613333333;-1.25742116666667;4.02173062199646;N ;78.6425005286277;T ;NaN;NaN;0.602097586914472;0;A  ;A  
9;9;2023-05-31 06:58:42.343;343;2023-05-31 06:58:42.343;2023-05-31 06:58:42.349;0;NaN;2023-05-31 06:58:43.000;65843000;37.4697585;-1.25735133333333;3.99580638086135;N ;92.9264237069213;T ;NaN;NaN;0.602115094559904;0;A  ;A  
10;10;2023-05-31 06:58:47.431;431;2023-05-31 06:58:47.431;2023-05-31 06:58:47.432;0;NaN;2023-05-31 06:58:48.000;65848000;37.4697573333333;-1.2572405;3.80044794562472;N ;90.7598556727118;T ;NaN;NaN;0.602142916107233;0;A  ;A  
11;11;2023-05-31 06:59:26.757;757;2023-05-31 06:59:26.757;2023-05-31 06:59:26.760;0;NaN;2023-05-31 06:59:27.000;65927000;37.4697236666667;-1.25633116666667;4.00153684551179;N ;92.6708061430943;T ;NaN;NaN;0.602370919339079;0;A  ;A  
12;12;2023-05-31 06:59:27.265;265;2023-05-31 06:59:27.265;2023-05-31 06:59:27.269;0;NaN;2023-05-31 06:59:28.000;65928000;37.469721;-1.256307;4.18283218627839;N ;97.915108958266;T ;NaN;NaN;0.602376960360027;0;A  ;A  
13;13;2023-05-31 06:59:36.241;241;2023-05-31 06:59:36.241;2023-05-31 06:59:36.246;0;NaN;2023-05-31 06:59:37.000;65937000;37.4697366666667;-1.25608033333333;4.33393239219417;N ;85.0229195091248;T ;NaN;NaN;0.602434037610948;0;A  ;A  
14;14;2023-05-31 06:59:42.437;437;2023-05-31 06:59:42.437;2023-05-31 06:59:42.442;0;NaN;2023-05-31 06:59:43.000;65943000;37.469743;-1.255922;4.52968780439664;N ;87.1148209809795;T ;NaN;NaN;0.602473859094305;0;A  ;A  
15;15;2023-05-31 06:59:46.395;395;2023-05-31 06:59:46.395;2023-05-31 06:59:46.401;0;NaN;2023-05-31 06:59:47.000;65947000;37.4697455;-1.2558195;4.39506326800414;N ;88.2398098533528;T ;NaN;NaN;0.602499622093435;0;A  ;A  
16;16;2023-05-31 07:00:13.275;275;2023-05-31 07:00:13.275;2023-05-31 07:00:13.280;0;NaN;2023-05-31 07:00:14.000;70014000;37.4695941666667;-1.25513833333333;4.49125354582356;N ;105.638143744051;T ;NaN;NaN;0.602669102459953;0;A  ;A  
17;17;2023-05-31 07:00:20.259;259;2023-05-31 07:00:20.259;2023-05-31 07:00:20.265;0;NaN;2023-05-31 07:00:21.000;70021000;37.4696015;-1.255007;3.22437980992134;N ;85.9756965726757;T ;NaN;NaN;0.602702160529413;0;A  ;A  
18;18;2023-05-31 07:00:38.413;413;2023-05-31 07:00:38.413;2023-05-31 07:00:38.416;0;NaN;2023-05-31 07:00:39.000;70039000;37.469581;-1.254558;4.28339785507545;N ;93.2923678693359;T ;NaN;NaN;0.602814688434014;0;A  ;A  
19;19;2023-05-31 07:00:45.377;377;2023-05-31 07:00:45.377;2023-05-31 07:00:45.381;0;NaN;2023-05-31 07:00:46.000;70046000;37.4695836666667;-1.25439266666667;4.04994630954926;N ;88.8357997322798;T ;NaN;NaN;0.6028562300012;0;A  ;A  
20;20;2023-05-31 07:00:47.437;437;2023-05-31 07:00:47.437;2023-05-31 07:00:47.439;0;NaN;2023-05-31 07:00:48.000;70048000;37.4695788333333;-1.25434083333333;4.47355994051359;N ;96.70085709823;T ;NaN;NaN;0.602869194562992;0;A  ;A  
21;21;2023-05-31 07:00:52.333;333;2023-05-31 07:00:52.333;2023-05-31 07:00:52.336;0;NaN;2023-05-31 07:00:53.000;70053000;37.4695448333333;-1.25424333333333;3.65140998832812;N ;113.719260881792;T ;NaN;NaN;0.602893329167315;0;A  ;A  
22;22;2023-05-31 07:00:55.571;571;2023-05-31 07:00:55.571;2023-05-31 07:00:55.575;0;NaN;2023-05-31 07:00:56.000;70056000;37.4695511666667;-1.25418166666667;3.55330587520528;N ;82.6268307301557;T ;NaN;NaN;0.602908879621746;0;A  ;A  
23;23;2023-05-31 07:01:05.364;364;2023-05-31 07:01:05.364;2023-05-31 07:01:05.365;0;NaN;2023-05-31 07:01:06.000;70106000;37.4695128333333;-1.254001;3.20601155473777;N ;104.967127633741;T ;NaN;NaN;0.602953856804759;0;A  ;A  
24;24;2023-05-31 07:01:19.251;251;2023-05-31 07:01:19.251;2023-05-31 07:01:19.252;0;NaN;2023-05-31 07:01:20.000;70120000;37.469512;-1.253727;3.35523811659272;N ;90.2195557506526;T ;NaN;NaN;0.603022654507808;0;A  ;A  
25;25;2023-05-31 07:01:32.349;349;2023-05-31 07:01:32.349;2023-05-31 07:01:32.352;0;NaN;2023-05-31 07:01:33.000;70133000;37.4695095;-1.25350716666667;2.89929503012613;N ;90.820909889618;T ;NaN;NaN;0.603077838429361;0;A  ;A  
26;26;2023-05-31 07:01:33.357;357;2023-05-31 07:01:33.357;2023-05-31 07:01:33.360;0;NaN;2023-05-31 07:01:34.000;70134000;37.4695053333333;-1.25349283333333;2.61685936147225;N ;110.11610935172;T ;NaN;NaN;0.603081395770438;0;A  ;A  
27;27;2023-05-31 07:01:42.275;275;2023-05-31 07:01:42.275;2023-05-31 07:01:42.276;0;NaN;2023-05-31 07:01:43.000;70143000;37.4694608333333;-1.25333466666667;3.19649586451887;N ;109.518783490012;T ;NaN;NaN;0.603120658664613;0;A  ;A  
28;28;2023-05-31 07:01:45.111;111;2023-05-31 07:01:45.111;2023-05-31 07:01:45.117;0;NaN;2023-05-31 07:01:44.000;70144000;37.4694566666667;-1.25331466666667;3.54484129972498;N ;104.70782646236;T ;NaN;NaN;0.603125637950104;0;A  ;A  
29;29;2023-05-31 07:01:45.111;111;2023-05-31 07:01:45.111;2023-05-31 07:01:45.132;0;NaN;2023-05-31 07:01:45.000;70145000;37.4694521666667;-1.253298;3.01804643387127;N ;108.78771050532;T ;NaN;NaN;0.603129777345103;0;A  ;A  
30;30;2023-05-31 07:02:11.932;932;2023-05-31 07:02:11.932;2023-05-31 07:02:11.940;0;NaN;2023-05-31 07:02:12.000;70212000;37.469371;-1.25295966666667;0;N ;0;T ;NaN;NaN;0.603213934279182;0;A  ;A  
31;31;2023-05-31 07:02:15.316;316;2023-05-31 07:02:15.316;2023-05-31 07:02:15.321;0;NaN;2023-05-31 07:02:16.000;70216000;37.4693763333333;-1.25292166666667;1.65389689495858;N ;79.9717225995685;T ;NaN;NaN;0.603223538415918;0;A  ;A  
32;32;2023-05-31 07:02:16.228;228;2023-05-31 07:02:16.228;2023-05-31 07:02:16.232;0;NaN;2023-05-31 07:02:17.000;70217000;37.4693775;-1.25291433333333;1.2821945573808;N ;78.6654146357519;T ;NaN;NaN;0.603225394044929;0;A  ;A  
33;33;2023-05-31 07:02:17.243;243;2023-05-31 07:02:17.243;2023-05-31 07:02:17.245;0;NaN;2023-05-31 07:02:18.000;70218000;37.4693743333333;-1.25290683333333;1.45637669519945;N ;118.012144938975;T ;NaN;NaN;0.603227246878128;0;A  ;A  
34;34;2023-05-31 07:02:33.260;260;2023-05-31 07:02:33.260;2023-05-31 07:02:33.264;0;NaN;2023-05-31 07:02:34.000;70234000;37.4693306666667;-1.25280283333333;1.26064693724591;N ;117.879724853658;T ;NaN;NaN;0.603252949283122;0;A  ;A  
35;35;2023-05-31 07:02:38.273;273;2023-05-31 07:02:38.273;2023-05-31 07:02:38.275;0;NaN;2023-05-31 07:02:39.000;70239000;37.4693188333333;-1.25277383333333;1.11803406072903;N ;117.208582524065;T ;NaN;NaN;0.603260121659321;0;A  ;A  
36;36;2023-05-31 07:02:39.368;368;2023-05-31 07:02:39.368;2023-05-31 07:02:39.370;0;NaN;2023-05-31 07:02:40.000;70240000;37.4693193333333;-1.25276983333333;0.694191436634157;N ;81.0497566151216;T ;NaN;NaN;0.603261133976253;0;A  ;A  
37;37;2023-05-31 07:02:48.396;396;2023-05-31 07:02:48.396;2023-05-31 07:02:48.397;0;NaN;2023-05-31 07:02:49.000;70249000;37.4692473333333;-1.252709;2.0805617044356;N ;146.154757465586;T ;NaN;NaN;0.603275688486335;0;A  ;A  
38;38;2023-05-31 07:03:13.269;269;2023-05-31 07:03:13.269;2023-05-31 07:03:13.274;0;NaN;2023-05-31 07:03:14.000;70314000;37.4691851666667;-1.25260583333333;0.8882512540429;N ;127.206809054337;T ;NaN;NaN;0.603301021936065;0;A  ;A  
39;39;2023-05-31 07:03:41.708;708;2023-05-31 07:03:41.708;2023-05-31 07:03:41.714;0;NaN;2023-05-31 07:03:42.000;70342000;37.4690096666667;-1.252544;1.40579394013636;N ;164.377137651176;T ;NaN;NaN;0.603314826508514;0;A  ;A  
40;40;2023-05-31 07:03:50.594;594;2023-05-31 07:03:50.594;2023-05-31 07:03:50.599;0;NaN;2023-05-31 07:03:51.000;70351000;37.4689081666667;-1.252583;2.54675824669131;N ;196.959711471399;T ;NaN;NaN;0.603304025790495;0;A  ;A  
41;41;2023-05-31 07:03:52.521;521;2023-05-31 07:03:52.521;2023-05-31 07:03:52.526;0;NaN;2023-05-31 07:03:53.000;70353000;37.4688991666667;-1.25260233333333;1.92123231533432;N ;239.60720611241;T ;NaN;NaN;0.603299088697431;0;A  ;A  
42;42;2023-05-31 07:04:25.796;796;2023-05-31 07:04:25.796;2023-05-31 07:04:25.798;0;NaN;2023-05-31 07:04:26.000;70426000;37.4688466666667;-1.25304083333333;2.30379001732893;N ;261.421672943495;T ;NaN;NaN;0.603188628859745;0;A  ;A  
43;43;2023-05-31 07:04:38.879;879;2023-05-31 07:04:38.879;2023-05-31 07:04:38.882;0;NaN;2023-05-31 07:04:39.000;70439000;37.4688438333333;-1.25325033333333;2.76315484556186;N ;269.023782717613;T ;NaN;NaN;0.603136074057593;0;A  ;A  
44;44;2023-05-31 07:04:42.515;515;2023-05-31 07:04:42.515;2023-05-31 07:04:42.517;0;NaN;2023-05-31 07:04:43.000;70443000;37.4688315;-1.25330583333333;2.47014898977769;N ;254.358381940025;T ;NaN;NaN;0.603122033984488;0;A  ;A  
45;45;2023-05-31 07:05:25.337;337;2023-05-31 07:05:25.337;2023-05-31 07:05:25.341;0;NaN;2023-05-31 07:05:26.000;70526000;37.4686685;-1.25389583333333;2.49069323364093;N ;250.807678570418;T ;NaN;NaN;0.602972450922182;0;A  ;A  
46;46;2023-05-31 07:05:55.610;610;2023-05-31 07:05:55.610;2023-05-31 07:05:55.616;0;NaN;2023-05-31 07:05:56.000;70556000;37.4686555;-1.25437066666667;2.7150682029878;N ;268.024378244961;T ;NaN;NaN;0.602853265223466;0;A  ;A  
47;47;2023-05-31 07:06:02.227;227;2023-05-31 07:06:02.227;2023-05-31 07:06:02.231;0;NaN;2023-05-31 07:06:03.000;70603000;37.4686516666667;-1.25448333333333;2.76184118952843;N ;267.54535277104;T ;NaN;NaN;0.60282497687637;0;A  ;A  
48;48;2023-05-31 07:06:09.280;280;2023-05-31 07:06:09.280;2023-05-31 07:06:09.284;0;NaN;2023-05-31 07:06:10.000;70610000;37.4686606666667;-1.25460833333333;3.07393198396903;N ;275.183453131274;T ;NaN;NaN;0.602793725546796;0;A  ;A  
49;49;2023-05-31 07:06:16.301;301;2023-05-31 07:06:16.301;2023-05-31 07:06:16.307;0;NaN;2023-05-31 07:06:17.000;70617000;37.468666;-1.25474416666667;3.33074709313009;N ;272.832124111243;T ;NaN;NaN;0.602759717729557;0;A  ;A  
50;50;2023-05-31 07:06:17.256;256;2023-05-31 07:06:17.256;2023-05-31 07:06:17.261;0;NaN;2023-05-31 07:06:18.000;70618000;37.4686628333333;-1.25476016666667;2.82697573307215;N ;255.998064268344;T ;NaN;NaN;0.602755673426797;0;A  ;A  
51;51;2023-05-31 07:06:18.254;254;2023-05-31 07:06:18.254;2023-05-31 07:06:18.258;0;NaN;2023-05-31 07:06:19.000;70619000;37.4686636666667;-1.25477566666667;2.6633508259592;N ;273.875233970903;T ;NaN;NaN;0.602751795773605;0;A  ;A  
52;52;2023-05-31 07:06:23.458;458;2023-05-31 07:06:23.458;2023-05-31 07:06:23.463;0;NaN;2023-05-31 07:06:24.000;70624000;37.4686658333333;-1.25485116666667;2.59037837428308;N ;272.070760283666;T ;NaN;NaN;0.602732888779968;0;A  ;A  
53;53;2023-05-31 07:06:31.503;503;2023-05-31 07:06:31.503;2023-05-31 07:06:31.509;0;NaN;2023-05-31 07:06:32.000;70632000;37.4686613333333;-1.25498133333333;2.79205490631755;N ;267.50591000684;T ;NaN;NaN;0.602700204918428;0;A  ;A  
54;54;2023-05-31 07:06:34.450;450;2023-05-31 07:06:34.450;2023-05-31 07:06:34.456;0;NaN;2023-05-31 07:06:35.000;70635000;37.4686598333333;-1.25501883333333;2.1456724913088;N ;267.114862571972;T ;NaN;NaN;0.602690789224126;0;A  ;A  
55;55;2023-05-31 07:06:48.421;421;2023-05-31 07:06:48.421;2023-05-31 07:06:48.425;0;NaN;2023-05-31 07:06:49.000;70649000;37.4686296666667;-1.25526283333333;3.02392205044142;N ;261.146093903465;T ;NaN;NaN;0.602629295081023;0;A  ;A  
56;56;2023-05-31 07:06:54.631;631;2023-05-31 07:06:54.631;2023-05-31 07:06:54.632;0;NaN;2023-05-31 07:06:55.000;70655000;37.4686173333333;-1.25534433333333;2.37062651554917;N ;259.205194361307;T ;NaN;NaN;0.602608736245442;0;A  ;A  
57;57;2023-05-31 07:07:02.273;273;2023-05-31 07:07:02.273;2023-05-31 07:07:02.275;0;NaN;2023-05-31 07:07:03.000;70703000;37.4686026666667;-1.2554405;2.09850995026911;N ;259.122761975967;T ;NaN;NaN;0.602584479588224;0;A  ;A  
58;58;2023-05-31 07:07:20.274;274;2023-05-31 07:07:20.274;2023-05-31 07:07:20.280;0;NaN;2023-05-31 07:07:21.000;70721000;37.4685823333333;-1.25562816666667;1.80396058906641;N ;262.226464208941;T ;NaN;NaN;0.602537236683093;0;A  ;A  
59;59;2023-05-31 07:07:27.359;359;2023-05-31 07:07:27.359;2023-05-31 07:07:27.360;0;NaN;2023-05-31 07:07:28.000;70728000;37.4685791666667;-1.25569283333333;1.58675734569433;N ;266.469428183935;T ;NaN;NaN;0.602520999796745;0;A  ;A  
60;60;2023-05-31 07:07:28.380;380;2023-05-31 07:07:28.380;2023-05-31 07:07:28.418;0;NaN;2023-05-31 07:07:29.000;70729000;37.4685788333333;-1.25570216666667;1.60169223119231;N ;267.42354576862;T ;NaN;NaN;0.602518657563234;0;A  ;A  
61;61;2023-05-31 07:07:34.444;444;2023-05-31 07:07:34.444;2023-05-31 07:07:34.449;0;NaN;2023-05-31 07:07:35.000;70735000;37.468581;-1.25575166666667;1.41649951164023;N ;273.156607092037;T ;NaN;NaN;0.602506278238067;0;A  ;A  
62;62;2023-05-31 07:07:37.447;447;2023-05-31 07:07:37.447;2023-05-31 07:07:37.452;0;NaN;2023-05-31 07:07:38.000;70738000;37.468582;-1.2557775;1.47801264069573;N ;272.792215263575;T ;NaN;NaN;0.60249981584037;0;A  ;A  
63;63;2023-05-31 07:07:45.548;548;2023-05-31 07:07:45.548;2023-05-31 07:07:45.553;0;NaN;2023-05-31 07:07:46.000;70746000;37.4685968333333;-1.2558275;1.1438811328324;N ;290.494886988054;T ;NaN;NaN;0.60248744824314;0;A  ;A  
64;64;2023-05-31 07:08:05.280;280;2023-05-31 07:08:05.280;2023-05-31 07:08:05.286;0;NaN;2023-05-31 07:08:06.000;70806000;37.4686195;-1.25593783333333;0.976925588240221;N ;284.511956563412;T ;NaN;NaN;0.602460061475642;0;A  ;A  
65;65;2023-05-31 07:08:07.415;415;2023-05-31 07:08:07.415;2023-05-31 07:08:07.419;0;NaN;2023-05-31 07:08:08.000;70808000;37.4686225;-1.25594783333333;0.916371217633227;N ;290.705736741669;T ;NaN;NaN;0.602457589660497;0;A  ;A  
66;66;2023-05-31 07:08:27.257;257;2023-05-31 07:08:27.257;2023-05-31 07:08:27.258;0;NaN;2023-05-31 07:08:28.000;70828000;37.4686263333333;-1.2560355;0.752602009460042;N ;273.153384094983;T ;NaN;NaN;0.602435697345299;0;A  ;A  
67;67;2023-05-31 07:08:41.253;253;2023-05-31 07:08:41.253;2023-05-31 07:08:41.257;0;NaN;2023-05-31 07:08:42.000;70842000;37.4686168333333;-1.256081;0.576124437009276;N ;255.261412350917;T ;NaN;NaN;0.602424229196881;0;A  ;A  
68;68;2023-05-31 07:08:57.366;366;2023-05-31 07:08:57.366;2023-05-31 07:08:57.370;0;NaN;2023-05-31 07:08:58.000;70858000;37.4686013333333;-1.25611;0.374616706722107;N ;236.042974874189;T ;NaN;NaN;0.602416847005089;0;A  ;A  
69;69;2023-05-31 07:08:58.362;362;2023-05-31 07:08:58.362;2023-05-31 07:08:58.367;0;NaN;2023-05-31 07:08:59.000;70859000;37.4686006666667;-1.25611266666667;0.479306343617341;N ;252.516318248195;T ;NaN;NaN;0.602416174365552;0;A  ;A  
70;70;2023-05-31 07:09:07.331;331;2023-05-31 07:09:07.331;2023-05-31 07:09:07.336;0;NaN;2023-05-31 07:09:08.000;70908000;37.4685861666667;-1.25612016666667;0.376183493572182;N ;202.319508923498;T ;NaN;NaN;0.602414173967309;0;A  ;A  
71;71;2023-05-31 07:09:15.601;601;2023-05-31 07:09:15.601;2023-05-31 07:09:15.602;0;NaN;2023-05-31 07:09:16.000;70916000;37.4685751666667;-1.2561265;0.326541038946656;N ;204.559041835578;T ;NaN;NaN;0.602412498924146;0;A  ;A  
72;72;2023-05-31 07:09:16.288;288;2023-05-31 07:09:16.288;2023-05-31 07:09:16.290;0;NaN;2023-05-31 07:09:17.000;70917000;37.4685738333333;-1.25612766666667;0.350638933351846;N ;214.779059705729;T ;NaN;NaN;0.602412195862845;0;A  ;A  
73;73;2023-05-31 07:09:18.528;528;2023-05-31 07:09:18.528;2023-05-31 07:09:18.531;0;NaN;2023-05-31 07:09:19.000;70919000;37.4685703333333;-1.25612733333333;0.379078357545019;N ;175.677275379317;T ;NaN;NaN;0.602412250389061;0;A  ;A  
74;74;2023-05-31 07:09:19.255;255;2023-05-31 07:09:19.255;2023-05-31 07:09:19.260;0;NaN;2023-05-31 07:09:20.000;70920000;37.4685701666667;-1.256129;0.287986343450792;N ;262.81890192518;T ;NaN;NaN;0.602411833853302;0;A  ;A  
75;75;2023-05-31 07:09:40.255;255;2023-05-31 07:09:40.255;2023-05-31 07:09:40.261;0;NaN;2023-05-31 07:09:41.000;70941000;37.468542;-1.256136;0.295296417087941;N ;191.158224407838;T ;NaN;NaN;0.602409859629505;0;A  ;A  
76;76;2023-05-31 07:09:41.780;780;2023-05-31 07:09:41.780;2023-05-31 07:09:41.785;0;NaN;2023-05-31 07:09:42.000;70942000;37.4685416666667;-1.25613716666667;0.212573977871688;N ;250.201967270497;T ;NaN;NaN;0.602409566858194;0;A  ;A  
77;77;2023-05-31 07:09:43.259;259;2023-05-31 07:09:43.259;2023-05-31 07:09:43.265;0;NaN;2023-05-31 07:09:44.000;70944000;37.4685395;-1.25613783333333;0.240876748637389;N ;193.723675064754;T ;NaN;NaN;0.602409384145095;0;A  ;A  
78;78;2023-05-31 07:09:44.401;401;2023-05-31 07:09:44.401;2023-05-31 07:09:44.406;0;NaN;2023-05-31 07:09:45.000;70945000;37.468539;-1.25613866666667;0.179092295701098;N ;232.911993838373;T ;NaN;NaN;0.602409173311684;0;A  ;A  
79;79;2023-05-31 07:09:48.263;263;2023-05-31 07:09:48.263;2023-05-31 07:09:48.268;0;NaN;2023-05-31 07:09:49.000;70949000;37.4685356666667;-1.2561405;0.19640275086475;N ;203.582622949526;T ;NaN;NaN;0.602408692696159;0;A  ;A  
80;80;2023-05-31 07:09:49.406;406;2023-05-31 07:09:49.406;2023-05-31 07:09:49.410;0;NaN;2023-05-31 07:09:50.000;70950000;37.4685348333333;-1.25614116666667;0.213219214673932;N ;212.413506755487;T ;NaN;NaN;0.602408520259158;0;A  ;A  
81;81;2023-05-31 07:09:56.683;683;2023-05-31 07:09:56.683;2023-05-31 07:09:56.687;0;NaN;2023-05-31 07:09:57.000;70957000;37.4685263333333;-1.2561415;0.262412730244062;N ;181.782755774486;T ;NaN;NaN;0.602408373247861;0;A  ;A  
82;82;2023-05-31 07:10:02.333;333;2023-05-31 07:10:02.333;2023-05-31 07:10:02.339;0;NaN;2023-05-31 07:10:03.000;71003000;37.4685193333333;-1.25614683333333;0.294492974602148;N ;211.161958009831;T ;NaN;NaN;0.602406983432929;0;A  ;A  
83;83;2023-05-31 07:10:08.301;301;2023-05-31 07:10:08.301;2023-05-31 07:10:08.307;0;NaN;2023-05-31 07:10:09.000;71009000;37.4685113333333;-1.256151;0.31163705689036;N ;202.459175251183;T ;NaN;NaN;0.602405876112667;0;A  ;A  
84;84;2023-05-31 07:10:16.232;232;2023-05-31 07:10:16.232;2023-05-31 07:10:16.236;0;NaN;2023-05-31 07:10:17.000;71017000;37.4685086666667;-1.25615333333333;0.0876597577899381;N ;214.779082938855;T ;NaN;NaN;0.602405290654043;0;A  ;A  
85;85;2023-05-31 07:10:29.395;395;2023-05-31 07:10:29.395;2023-05-31 07:10:29.401;0;NaN;2023-05-31 07:10:30.000;71030000;37.468508;-1.25616;0.0886112548473092;N ;262.818907810967;T ;NaN;NaN;0.602403655508108;0;A  ;A  
86;86;2023-05-31 07:10:42.711;711;2023-05-31 07:10:42.711;2023-05-31 07:10:42.715;0;NaN;2023-05-31 07:10:43.000;71043000;37.468506;-1.25616766666667;0.10642474240802;N ;251.805323684655;T ;NaN;NaN;0.602401755682225;0;A  ;A  
87;87;2023-05-31 07:10:52.395;395;2023-05-31 07:10:52.395;2023-05-31 07:10:52.398;0;NaN;2023-05-31 07:10:53.000;71053000;37.4685045;-1.25617716666667;0.166056272586381;N ;258.748582874343;T ;NaN;NaN;0.602399390576817;0;A  ;A  
88;88;2023-05-31 07:10:58.474;474;2023-05-31 07:10:58.474;2023-05-31 07:10:58.479;0;NaN;2023-05-31 07:10:59.000;71059000;37.4685038333333;-1.25617766666667;0.0279302827208943;N ;210.763895687674;T ;NaN;NaN;0.602399278902017;0;A  ;A  
89;89;2023-05-31 07:11:06.467;467;2023-05-31 07:11:06.467;2023-05-31 07:11:06.472;0;NaN;2023-05-31 07:11:07.000;71107000;37.468501;-1.25617833333333;0.0778225591028487;N ;190.578142165576;T ;NaN;NaN;0.602399109993209;0;A  ;A  
90;90;2023-05-31 07:11:09.240;240;2023-05-31 07:11:09.240;2023-05-31 07:11:09.242;0;NaN;2023-05-31 07:11:10.000;71110000;37.4685008333333;-1.2561785;0.0153202950319081;N ;218.438604578842;T ;NaN;NaN;0.602399076784133;0;A  ;A  
91;91;2023-05-31 07:11:14.400;400;2023-05-31 07:11:14.400;2023-05-31 07:11:14.406;0;NaN;2023-05-31 07:11:15.000;71115000;37.468501;-1.256177;0.0519325067082416;N ;82.0307570445061;T ;NaN;NaN;0.602399472158768;0;A  ;A  
92;92;2023-05-31 07:11:22.267;267;2023-05-31 07:11:22.267;2023-05-31 07:11:22.273;0;NaN;2023-05-31 07:11:23.000;71123000;37.4685075;-1.25618733333333;0.282551662637463;N ;308.398360036746;T ;NaN;NaN;0.602396973354303;0;A  ;A  
93;93;2023-05-31 07:11:25.266;266;2023-05-31 07:11:25.266;2023-05-31 07:11:25.272;0;NaN;2023-05-31 07:11:26.000;71126000;37.4685083333333;-1.25619816666667;0.621977260614007;N ;275.535734599981;T ;NaN;NaN;0.602394273536221;0;A  ;A  
94;94;2023-05-31 07:11:27.306;306;2023-05-31 07:11:27.306;2023-05-31 07:11:27.312;0;NaN;2023-05-31 07:11:28.000;71128000;37.4685106666667;-1.256208;0.879760433941625;N ;286.645040168761;T ;NaN;NaN;0.602391836667584;0;A  ;A  
95;95;2023-05-31 07:11:29.361;361;2023-05-31 07:11:29.361;2023-05-31 07:11:29.363;0;NaN;2023-05-31 07:11:30.000;71130000;37.4685105;-1.2562175;0.814522588478792;N ;268.733726965569;T ;NaN;NaN;0.602389457725638;0;A  ;A  
96;96;2023-05-31 07:11:31.335;335;2023-05-31 07:11:31.335;2023-05-31 07:11:31.336;0;NaN;2023-05-31 07:11:32.000;71132000;37.4685106666667;-1.25622983333333;1.05734536404884;N ;270.97543705645;T ;NaN;NaN;0.602386371160598;0;A  ;A  
97;97;2023-05-31 07:11:37.388;388;2023-05-31 07:11:37.388;2023-05-31 07:11:37.392;0;NaN;2023-05-31 07:11:38.000;71138000;37.4685046666667;-1.25626883333333;1.13507907988058;N ;259.029992940617;T ;NaN;NaN;0.602376542652175;0;A  ;A  
98;98;2023-05-31 07:11:44.279;279;2023-05-31 07:11:44.279;2023-05-31 07:11:44.284;0;NaN;2023-05-31 07:11:45.000;71145000;37.4684816666667;-1.256316;1.35575813398977;N ;238.433926067713;T ;NaN;NaN;0.602364493136981;0;A  ;A  
99;99;2023-05-31 07:11:49.298;298;2023-05-31 07:11:49.298;2023-05-31 07:11:49.312;0;NaN;2023-05-31 07:11:50.000;71150000;37.4684583333333;-1.2563455;1.42798748172322;N ;225.098627288094;T ;NaN;NaN;0.602356866924655;0;A  ;A  
100;100;2023-05-31 07:11:53.291;291;2023-05-31 07:11:53.291;2023-05-31 07:11:53.295;0;NaN;2023-05-31 07:11:54.000;71154000;37.4684343333333;-1.256361;1.45634247758911;N ;207.139244882189;T ;NaN;NaN;0.602352743850066;0;A  ;A  
